"Año","Mes","Pareja - Expareja","Convivencia","Denuncia agresor","Suicidio","Tramo de edad Agresor","Tramo de edad Víctima","País de nacimiento Agresor","País de nacimiento Víctima","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla"
"Año 2011","Diciembre","Expareja","No","No había denuncia","Suicidio consumado","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
"Año 2011","Diciembre","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","21-30 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2011","Diciembre","Pareja","Sí","No había denuncia","Suicidio consumado","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2011","Diciembre","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","31-40 años","España","Otro país","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2011","Diciembre","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Enero","Expareja","No","No había denuncia","No hubo tentativa","51-60 años","41-50 años","España","España","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","61-70 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Enero","Pareja","Sí","No había denuncia","Suicidio consumado","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2012","Enero","Pareja","Sí","No había denuncia","Tentativa no consumada","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","",""
"Año 2012","Enero","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","51-60 años","41-50 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2012","Febrero","Pareja","No","No había denuncia","No hubo tentativa","31-40 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2012","Febrero","Pareja","No","No había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2012","Marzo","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","",""
"Año 2012","Marzo","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","",""
"Año 2012","Abril","Pareja","Sí","No había denuncia","No hubo tentativa","18-20 años","21-30 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Abril","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","51-60 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Abril","Pareja","No","No había denuncia","No hubo tentativa","31-40 años","21-30 años","España","Otro país","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Abril","Pareja en fase de separación","Sí","No había denuncia","Tentativa no consumada",">=85 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2012","Mayo","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2012","Mayo","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Mayo","Pareja en fase de separación","Sí","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","21-30 años","España","España","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","61-70 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","No había denuncia","Tentativa no consumada","61-70 años","51-60 años","España","España","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","Había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","Había denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","Había denuncia","Suicidio consumado","41-50 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja","Sí","Había denuncia","Tentativa no consumada","21-30 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Junio","Pareja en fase de separación","Sí","Había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2012","Julio","Expareja","No","Había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Julio","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2012","Julio","Pareja","Sí","No había denuncia","Tentativa no consumada","31-40 años","51-60 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2012","Agosto","Pareja","No","No había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Agosto","Pareja en fase de separación","Sí","No había denuncia","Tentativa no consumada","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2012","Septiembre","Pareja","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Septiembre","Pareja","No","No había denuncia","Tentativa no consumada","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2012","Octubre","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Octubre","Expareja","No","No había denuncia","Suicidio consumado","31-40 años","<16 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Octubre","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Octubre","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","21-30 años","España","España","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Octubre","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","61-70 años","Otro país","Otro país","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Octubre","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2012","Noviembre","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","18-20 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2012","Noviembre","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","41-50 años","Otro país","España","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Noviembre","Pareja","Sí","No había denuncia","Suicidio consumado","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2012","Noviembre","Pareja","Sí","No había denuncia","Suicidio consumado","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","",""
"Año 2012","Noviembre","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Noviembre","Pareja en fase de separación","Sí","Había denuncia","Suicidio consumado","61-70 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
"Año 2012","Diciembre","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2012","Diciembre","Expareja","No","Había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
"Año 2012","Diciembre","Pareja","Sí","No había denuncia","Tentativa no consumada","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Enero","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2013","Enero","Expareja","No","No había denuncia","Suicidio consumado","41-50 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2013","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Enero","Pareja","Sí","No había denuncia","Tentativa no consumada","51-60 años","21-30 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Febrero","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Febrero","Expareja","No","No había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Febrero","Expareja","No","Había denuncia","Suicidio consumado","31-40 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Febrero","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Marzo","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2013","Marzo","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2013","Marzo","Pareja","Sí","No había denuncia","No hubo tentativa","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Marzo","Pareja","Sí","No había denuncia","Tentativa no consumada","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Marzo","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2013","Marzo","Pareja","Sí","Había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Marzo","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Marzo","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","",""
"Año 2013","Abril","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Abril","Pareja","Sí","No había denuncia","Suicidio consumado","61-70 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Abril","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","61-70 años","España","España","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Abril","Pareja","Sí","No había denuncia","Tentativa no consumada","51-60 años","41-50 años","España","España","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Abril","Pareja","Sí","No había denuncia","Tentativa no consumada","71-84 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Abril","Pareja","Sí","Había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","",""
"Año 2013","Mayo","Expareja","No","No había denuncia","Suicidio consumado","41-50 años","51-60 años","España","España","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Mayo","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","España","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Mayo","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","",""
"Año 2013","Mayo","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Mayo","Pareja","No","No había denuncia","Tentativa no consumada","21-30 años","18-20 años","España","España","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Mayo","Pareja","No","No había denuncia","Tentativa no consumada","21-30 años","31-40 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Junio","Expareja","No","No había denuncia","No hubo tentativa","21-30 años","21-30 años","España","España","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","71-84 años","España","España","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Julio","Expareja","No","No había denuncia","Tentativa no consumada","31-40 años","21-30 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Julio","Pareja","No","No había denuncia","Suicidio consumado","21-30 años","31-40 años","Otro país","España","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Agosto","Pareja","Sí","No había denuncia","Suicidio consumado",">=85 años","71-84 años","España","España","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Agosto","Pareja en fase de separación","No","Había denuncia","No hubo tentativa","71-84 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","",""
"Año 2013","Septiembre","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","21-30 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Septiembre","Expareja","No","Había denuncia","Tentativa no consumada","61-70 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","",""
"Año 2013","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Septiembre","Pareja","Sí","No había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2013","Septiembre","Pareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Octubre","Expareja","No","No había denuncia","No hubo tentativa","18-20 años","<16 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","",""
"Año 2013","Octubre","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","Otro país","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Octubre","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","21-30 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2013","Octubre","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","",""
"Año 2013","Octubre","Pareja en fase de separación","Sí","Había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2013","Noviembre","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2013","Noviembre","Expareja","No","No había denuncia","Suicidio consumado","61-70 años","61-70 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Noviembre","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2013","Noviembre","Expareja","No","Había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Noviembre","Pareja","Sí","No había denuncia","Tentativa no consumada","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Diciembre","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","",""
"Año 2014","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","",""
"Año 2014","Enero","Pareja","Sí","No había denuncia","Suicidio consumado","31-40 años","41-50 años","España","España","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Enero","Pareja","Sí","No había denuncia","Tentativa no consumada","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Enero","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Enero","Pareja","Sí","Había denuncia","Suicidio consumado","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2014","Enero","Pareja","Sí","Había denuncia","Suicidio consumado","51-60 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2014","Enero","Pareja","No","No había denuncia","No hubo tentativa","18-20 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2014","Febrero","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2014","Febrero","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","51-60 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2014","Febrero","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Febrero","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Febrero","Pareja","No","Había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
